po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category,supplier_avg_delay,supplier_late_delivery_rate,order_size_vs_avg,days_since_last_order
PO100750,2025-06-10,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,899,481265.97,432658105.32,,NGN,2025-07-09,2025-08-04,Delivered,Pending,Chidi Eze,Kano,1,0.59,0,251.27,1267.69,63.0,None,0,Services Supplier 5 (NIG),85.0,63.9,9.4,2.09,40.0,11.2,26.0,1,28.0,Low Risk,5.0,0.5,3.8783496353735765,6.0
PO100012,2025-06-25,SUP1032,Services Supplier 5 (NIG),MAT2068,Services Item 15,Services,275,175992.96,48398065.3,,NGN,2025-07-31,2025-08-12,Delivered,Overdue,Chidi Eze,Lagos,1,0.61,0,269.42,1526.55,51.0,None,0,Services Supplier 5 (NIG),85.0,63.9,9.4,2.09,40.0,11.2,12.0,1,26.2,Low Risk,6.0,0.5,0.43384052350114316,15.0
PO101878,2025-06-28,SUP1032,Services Supplier 5 (NIG),MAT2066,Services Item 13,Services,328,440724.43,144557613.37,,NGN,2025-09-03,2025-09-02,Delivered,Paid,John Obi,Lagos,1,0.43,0,282.33,1335.33,48.0,None,0,Services Supplier 5 (NIG),85.0,63.9,9.4,2.09,40.0,11.2,-1.0,0,25.7,Low Risk,8.4,0.5,1.295815241203798,3.0
PO102323,2025-07-01,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,326,469208.2,152961873.33,,NGN,2025-07-30,2025-07-30,Delivered,Paid,Sarah Ahmed,Lagos,1,0.37,0,318.08,1400.51,40.0,None,0,Services Supplier 5 (NIG),60.0,88.3,4.5,7.87,67.0,18.8,0.0,0,38.3,Medium Risk,7.4,0.5,1.3711510737021706,3.0
PO101058,2025-07-08,SUP1032,Services Supplier 5 (NIG),MAT2058,Services Item 5,Services,914,187842.03,171687612.74,,NGN,2025-07-20,2025-08-01,Delivered,Paid,Chidi Eze,Ibadan,1,0.53,0,308.8,1316.56,49.0,None,0,Services Supplier 5 (NIG),60.0,88.3,4.5,7.87,67.0,18.8,12.0,1,39.7,Medium Risk,7.4,0.4,1.5390087047505006,7.0
PO101386,2025-07-18,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,76,218134.07,16578189.17,,NGN,2025-10-04,2025-10-04,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.62,0,331.02,1569.15,68.0,None,0,Services Supplier 5 (NIG),60.0,88.3,4.5,7.87,67.0,18.8,0.0,0,42.5,Medium Risk,9.8,0.5,0.14860697888710403,10.0
PO101500,2025-07-18,SUP1032,Services Supplier 5 (NIG),MAT2066,Services Item 13,Services,860,451971.01,388695069.11,,NGN,2025-09-23,2025-09-23,Partial,Paid,Chidi Eze,Lagos,1,0.62,0,331.02,1569.15,68.0,None,0,Services Supplier 5 (NIG),60.0,88.3,4.5,7.87,67.0,18.8,0.0,0,42.5,Medium Risk,4.6,0.4,3.484264737024425,0.0
PO100966,2025-07-31,SUP1032,Services Supplier 5 (NIG),MAT2069,Services Item 16,Services,669,10726.9,7176294.63,,NGN,2025-08-31,2025-08-31,Delivered,Pending,Chidi Eze,Ibadan,1,0.34,0,311.11,1472.18,42.0,None,0,Services Supplier 5 (NIG),60.0,88.3,4.5,7.87,67.0,18.8,0.0,0,38.6,Medium Risk,2.2,0.4,0.06432834452739256,13.0
PO102038,2025-08-21,SUP1032,Services Supplier 5 (NIG),MAT2059,Services Item 6,Services,674,112589.9,75885589.44,,NGN,2025-09-28,2025-10-06,Delivered,Pending,John Obi,Lagos,1,0.58,0,288.7,1485.34,69.0,None,0,Services Supplier 5 (NIG),84.0,81.9,13.3,1.75,52.0,11.7,8.0,1,32.7,Medium Risk,2.4,0.3,0.6802388410522356,21.0
PO102099,2025-08-26,SUP1032,Services Supplier 5 (NIG),MAT2057,Services Item 4,Services,421,208547.03,87798297.92,,NGN,2025-09-07,2025-09-07,Delivered,Paid,Chidi Eze,Ibadan,1,0.75,0,276.16,1470.32,64.0,None,0,Services Supplier 5 (NIG),84.0,81.9,13.3,1.75,52.0,11.7,0.0,0,31.9,Medium Risk,4.0,0.4,0.7870244253776428,5.0
PO102206,2025-08-31,SUP1032,Services Supplier 5 (NIG),MAT2057,Services Item 4,Services,589,186452.69,109820634.76,,NGN,2025-09-12,2025-09-11,Delivered,Overdue,John Obi,Lagos,1,0.4,0,304.49,1577.9,52.0,Port Closure,3,Services Supplier 5 (NIG),84.0,81.9,13.3,1.75,52.0,11.7,-1.0,0,34.6,Medium Risk,1.6,0.4,0.9844327739172303,5.0
PO101187,2025-09-03,SUP1032,Services Supplier 5 (NIG),MAT2067,Services Item 14,Services,312,89027.17,27776477.42,,NGN,2025-11-07,2025-11-07,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.59,0,263.49,1457.06,53.0,None,0,Services Supplier 5 (NIG),58.0,69.7,6.4,4.89,76.0,19.7,0.0,0,38.5,Medium Risk,1.4,0.3,0.24898849634203218,3.0
PO101681,2025-09-07,SUP1032,Services Supplier 5 (NIG),MAT2067,Services Item 14,Services,520,120442.52,62630111.8,,NGN,2025-11-11,2025-11-11,Delivered,Paid,Chidi Eze,Kano,1,0.47,0,325.7,1486.82,51.0,None,0,Services Supplier 5 (NIG),58.0,69.7,6.4,4.89,76.0,19.7,0.0,0,38.2,Medium Risk,1.4,0.2,0.5614166665923963,4.0
PO102154,2025-09-15,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,198,422161.36,83587950.06,,NGN,2025-10-14,2025-10-14,Delivered,Overdue,Chidi Eze,Ibadan,1,0.5,0,310.36,1591.92,50.0,None,0,Services Supplier 5 (NIG),58.0,69.7,6.4,4.89,76.0,19.7,0.0,0,38.0,Medium Risk,1.4,0.2,0.7492828440069446,8.0
PO101115,2025-09-24,SUP1032,Services Supplier 5 (NIG),MAT2058,Services Item 5,Services,21,197659.5,4150849.53,,NGN,2025-10-06,2025-10-06,Delivered,Overdue,John Obi,Ibadan,1,0.79,0,311.59,1554.81,43.0,None,0,Services Supplier 5 (NIG),58.0,69.7,6.4,4.89,76.0,19.7,0.0,0,37.0,Medium Risk,-0.2,0.2,0.037208238013383445,9.0
PO101862,2025-09-27,SUP1032,Services Supplier 5 (NIG),MAT2065,Services Item 12,Services,421,95067.05,40023226.89,,NGN,2025-10-17,2025-11-11,Delivered,Paid,Chidi Eze,Lagos,1,0.31,0,277.36,1573.84,51.0,None,0,Services Supplier 5 (NIG),58.0,69.7,6.4,4.89,76.0,19.7,25.0,1,38.2,Medium Risk,-0.2,0.1,0.35876842593876646,3.0
PO102479,2025-10-01,SUP1032,Services Supplier 5 (NIG),MAT2056,Services Item 3,Services,776,450656.33,349709314.81,,NGN,2025-12-21,2026-01-02,Delivered,Paid,Sarah Ahmed,Kano,1,0.78,0,262.68,1383.42,48.0,None,0,Services Supplier 5 (NIG),79.0,63.5,2.8,6.14,15.0,23.3,12.0,1,27.6,Low Risk,5.0,0.2,3.1347962210877154,4.0
PO102226,2025-10-12,SUP1032,Services Supplier 5 (NIG),MAT2065,Services Item 12,Services,767,90945.51,69755202.86,,NGN,2025-11-01,2025-11-01,Partial,Pending,Sarah Ahmed,Kano,1,0.46,0,334.17,1554.1,45.0,None,0,Services Supplier 5 (NIG),79.0,63.5,2.8,6.14,15.0,23.3,0.0,0,27.2,Low Risk,7.4,0.3,0.6252860220367289,11.0
PO101145,2025-10-19,SUP1032,Services Supplier 5 (NIG),MAT2070,Services Item 17,Services,317,194214.21,61565904.78,,NGN,2025-11-03,2025-11-03,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.42,0,334.11,1439.88,58.0,None,0,Services Supplier 5 (NIG),79.0,63.5,2.8,6.14,15.0,23.3,0.0,0,29.1,Low Risk,7.4,0.3,0.5518771090128005,7.0
PO100240,2025-11-11,SUP1032,Services Supplier 5 (NIG),MAT2068,Services Item 15,Services,611,136989.81,83700770.91,,NGN,2025-12-17,2026-01-10,Delivered,Pending,Chidi Eze,Kano,0,0.19,0,350.84,1612.65,32.0,None,0,Services Supplier 5 (NIG),80.0,94.6,3.3,4.42,15.0,17.5,24.0,1,22.7,Low Risk,7.4,0.2,0.750294170726772,23.0
PO102424,2025-11-20,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,695,176506.65,122672124.33,,NGN,2026-02-06,2026-02-08,Delivered,Paid,Chidi Eze,Ibadan,0,0.16,0,331.09,1496.78,34.0,None,0,Services Supplier 5 (NIG),80.0,94.6,3.3,4.42,15.0,17.5,2.0,1,23.0,Low Risk,12.2,0.3,1.0996335970959674,9.0
PO102017,2025-12-11,SUP1032,Services Supplier 5 (NIG),MAT2063,Services Item 10,Services,242,14551.74,3521521.14,,NGN,2026-01-29,2026-01-29,Delivered,Paid,John Obi,Ibadan,0,0.18,1,317.38,1466.64,63.0,None,0,Services Supplier 5 (NIG),71.0,94.5,11.9,7.49,75.0,25.1,0.0,0,44.2,Medium Risk,7.6,0.4,0.031566934864603824,21.0
PO100470,2025-12-17,SUP1032,Services Supplier 5 (NIG),MAT2061,Services Item 8,Services,858,487585.65,418348486.2,,NGN,2026-01-12,2026-01-12,Delivered,Paid,Chidi Eze,Kano,0,0.26,1,288.34,1673.99,44.0,Port Closure,4,Services Supplier 5 (NIG),71.0,94.5,11.9,7.49,75.0,25.1,0.0,0,47.3,Medium Risk,5.2,0.4,3.750078130890054,6.0
PO101144,2025-12-21,SUP1032,Services Supplier 5 (NIG),MAT2056,Services Item 3,Services,985,373845.56,368237873.31,,NGN,2026-03-12,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.39,1,294.55,1477.66,58.0,None,0,Services Supplier 5 (NIG),71.0,94.5,11.9,7.49,75.0,25.1,,0,43.4,Medium Risk,5.2,0.4,3.3008863213744633,4.0
PO100360,2026-01-10,SUP1032,Services Supplier 5 (NIG),MAT2059,Services Item 6,Services,162,129659.51,21004840.55,,NGN,2026-02-17,2026-02-16,Delivered,Paid,Sarah Ahmed,Kano,0,0.34,1,361.2,1682.2,60.0,None,0,Services Supplier 5 (NIG),74.0,75.0,6.8,7.18,55.0,26.3,-1.0,0,37.0,Medium Risk,6.5,0.4,0.18828750620058446,20.0
PO102460,2026-01-11,SUP1032,Services Supplier 5 (NIG),MAT2055,Services Item 2,Services,415,60258.63,25007330.84,,NGN,2026-02-06,2026-02-06,Delivered,Paid,John Obi,Lagos,0,0.3,1,315.15,1590.69,58.0,None,0,Services Supplier 5 (NIG),74.0,75.0,6.8,7.18,55.0,26.3,0.0,0,36.7,Medium Risk,0.25,0.4,0.22416585117074675,1.0
PO101877,2026-01-16,SUP1032,Services Supplier 5 (NIG),MAT2058,Services Item 5,Services,174,217753.01,37889024.13,,NGN,2026-01-28,2026-01-28,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.14,1,352.13,1557.01,58.0,None,0,Services Supplier 5 (NIG),74.0,75.0,6.8,7.18,55.0,26.3,0.0,0,36.7,Medium Risk,-0.25,0.3,0.3396374206616612,5.0
PO100086,2026-01-28,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,78,383292.13,29896786.32,,NGN,2026-02-26,,Pending,Pending,Sarah Ahmed,Lagos,0,0.31,1,345.8,1679.74,52.0,None,0,Services Supplier 5 (NIG),74.0,75.0,6.8,7.18,55.0,26.3,,0,35.8,Medium Risk,-0.25,0.2,0.26799495698169196,12.0
PO101198,2026-02-14,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,30,370064.53,11101935.98,,NGN,2026-03-15,,Pending,Pending,John Obi,Kano,0,0.34,0,292.92,1693.47,31.0,None,0,,,,,,,,,0,34.2,Medium Risk,-0.3333333333333333,0.2,0.09951781517678512,17.0
PO100048,2024-02-26,SUP1036,Services Supplier 9 (NIG),MAT2066,Services Item 13,Services,433,380181.6,164618632.76,,NGN,2024-05-03,2024-05-29,Delivered,Paid,John Obi,Ibadan,0,0.11,0,194.84,815.17,25.0,None,0,,,,,,,,26.0,1,33.2,Medium Risk,0.0,0.5,1.2339915761523548,30.0
PO101033,2024-02-28,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,975,576042.18,561641125.45,,NGN,2024-03-25,2024-03-25,Delivered,Paid,John Obi,Lagos,0,0.16,0,197.49,922.38,36.0,None,0,,,,,,,,0.0,0,34.9,Medium Risk,26.0,1.0,4.210097034619715,2.0
PO101087,2024-03-09,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,448,410544.21,183923808.31,,NGN,2024-05-29,2024-05-29,Delivered,Paid,John Obi,Kano,0,0.33,0,229.51,836.82,29.0,None,0,Services Supplier 9 (NIG),68.0,87.0,13.0,5.26,24.0,24.6,0.0,0,38.0,Medium Risk,13.0,0.5,1.3787043805623724,10.0
PO101464,2024-03-12,SUP1036,Services Supplier 9 (NIG),MAT2062,Services Item 9,Services,493,393439.88,193965858.79,,NGN,2024-04-10,2024-04-06,Delivered,Paid,Sarah Ahmed,Kano,0,0.16,0,205.93,810.7,41.0,None,0,Services Supplier 9 (NIG),68.0,87.0,13.0,5.26,24.0,24.6,-4.0,0,39.8,Medium Risk,8.666666666666666,0.3333333333333333,1.453980219584088,3.0
PO102368,2024-03-12,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,530,444875.66,235784098.0,,NGN,2024-04-19,2024-04-27,Delivered,Pending,Chidi Eze,Kano,0,0.16,0,205.93,810.7,41.0,None,0,Services Supplier 9 (NIG),68.0,87.0,13.0,5.26,24.0,24.6,8.0,1,39.8,Medium Risk,5.5,0.25,1.7674523584876922,0.0
PO100463,2024-03-22,SUP1036,Services Supplier 9 (NIG),MAT2070,Services Item 17,Services,546,190123.43,103807391.89,,NGN,2024-04-06,2024-04-06,Delivered,Paid,John Obi,Kano,0,0.26,0,228.93,942.07,34.0,None,0,Services Supplier 9 (NIG),68.0,87.0,13.0,5.26,24.0,24.6,0.0,0,38.8,Medium Risk,6.0,0.4,0.7781467078599874,10.0
PO100150,2024-03-27,SUP1036,Services Supplier 9 (NIG),MAT2065,Services Item 12,Services,920,88090.52,81043275.69,,NGN,2024-04-16,2024-04-16,Delivered,Overdue,John Obi,Kano,0,0.12,0,234.99,943.82,26.0,None,0,Services Supplier 9 (NIG),68.0,87.0,13.0,5.26,24.0,24.6,0.0,0,37.6,Medium Risk,0.8,0.3333333333333333,0.6075054678108901,5.0
PO100044,2024-04-05,SUP1036,Services Supplier 9 (NIG),MAT2060,Services Item 7,Services,762,173429.42,132153221.41,,NGN,2024-06-22,2024-06-22,Delivered,Paid,Chidi Eze,Ibadan,1,0.32,0,191.44,921.09,57.0,None,0,Services Supplier 9 (NIG),85.0,63.3,9.5,1.13,51.0,21.1,0.0,0,25.7,Low Risk,0.8,0.2857142857142857,0.9906288203662093,9.0
PO101068,2024-04-13,SUP1036,Services Supplier 9 (NIG),MAT2062,Services Item 9,Services,315,487965.96,153709275.95,,NGN,2024-05-12,2024-05-14,Delivered,Paid,John Obi,Lagos,1,0.71,0,240.71,904.46,48.0,None,0,Services Supplier 9 (NIG),85.0,63.3,9.5,1.13,51.0,21.1,2.0,1,24.4,Low Risk,0.8,0.25,1.152214354588336,8.0
PO100327,2024-04-15,SUP1036,Services Supplier 9 (NIG),MAT2059,Services Item 6,Services,952,100945.33,96099956.0,,NGN,2024-05-23,2024-06-08,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.38,0,249.0,847.44,53.0,None,0,Services Supplier 9 (NIG),85.0,63.3,9.5,1.13,51.0,21.1,16.0,1,25.1,Low Risk,2.0,0.3333333333333333,0.7203712859497566,2.0
PO101557,2024-05-01,SUP1036,Services Supplier 9 (NIG),MAT2062,Services Item 9,Services,740,505890.95,374359302.22,,NGN,2024-05-30,2024-06-16,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.54,0,208.57,858.7,53.0,None,0,Services Supplier 9 (NIG),70.0,88.3,2.1,7.61,80.0,28.6,17.0,1,33.5,Medium Risk,3.6,0.4,2.8062207640082066,16.0
PO101557,2024-05-01,SUP1036,Services Supplier 9 (NIG),MAT2062,Services Item 9,Services,740,505890.95,374359302.22,,NGN,2024-05-30,2024-06-16,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.54,0,208.57,858.7,53.0,None,0,Services Supplier 9 (NIG),59.0,76.8,8.7,7.98,83.0,24.0,17.0,1,45.0,Medium Risk,7.0,0.4,2.8062207640082066,0.0
PO102213,2024-05-15,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,627,573282.32,359448015.17,,NGN,2024-06-10,2024-06-06,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.45,0,232.5,988.1,56.0,None,0,Services Supplier 9 (NIG),70.0,88.3,2.1,7.61,80.0,28.6,-4.0,0,33.9,Medium Risk,10.4,0.5,2.6944448228477915,14.0
PO102213,2024-05-15,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,627,573282.32,359448015.17,,NGN,2024-06-10,2024-06-06,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.45,0,232.5,988.1,56.0,None,0,Services Supplier 9 (NIG),59.0,76.8,8.7,7.98,83.0,24.0,-4.0,0,45.5,Medium Risk,9.6,0.5,2.6944448228477915,0.0
PO100570,2024-06-03,SUP1036,Services Supplier 9 (NIG),MAT2065,Services Item 12,Services,190,77875.95,14796429.67,,NGN,2024-06-23,2024-06-24,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.72,0,213.84,996.21,64.0,None,0,Services Supplier 9 (NIG),67.0,60.5,4.5,6.74,15.0,24.3,1.0,1,37.4,Medium Risk,8.4,0.5,0.11091496304996262,19.0
PO102266,2024-06-12,SUP1036,Services Supplier 9 (NIG),MAT2070,Services Item 17,Services,38,176145.62,6693533.48,,NGN,2024-06-27,2024-07-22,Delivered,Paid,John Obi,Lagos,1,0.63,0,229.2,915.58,47.0,None,0,Services Supplier 9 (NIG),67.0,60.5,4.5,6.74,15.0,24.3,25.0,1,34.9,Medium Risk,5.4,0.5,0.0501751459754607,9.0
PO101036,2024-07-01,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,674,501367.81,337921901.55,,NGN,2024-08-08,2024-08-25,Delivered,Overdue,Chidi Eze,Ibadan,1,0.68,0,241.75,1076.94,53.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,17.0,1,35.6,Medium Risk,7.0,0.6,2.53308372763626,19.0
PO100964,2024-07-09,SUP1036,Services Supplier 9 (NIG),MAT2065,Services Item 12,Services,49,76782.11,3762323.43,,NGN,2024-07-29,2024-07-29,Delivered,Paid,Chidi Eze,Lagos,1,0.68,0,231.82,925.84,50.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,0.0,0,35.1,Medium Risk,7.0,0.7,0.02820261194945812,8.0
PO100122,2024-07-16,SUP1036,Services Supplier 9 (NIG),MAT2058,Services Item 5,Services,469,200202.64,93895039.11,,NGN,2024-07-28,2024-07-24,Delivered,Paid,Chidi Eze,Kano,1,0.67,0,216.08,946.24,57.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,-4.0,0,36.2,Medium Risk,7.8,0.7,0.7038430909164349,7.0
PO100865,2024-07-17,SUP1036,Services Supplier 9 (NIG),MAT2058,Services Item 5,Services,850,175640.29,149294244.94,,NGN,2024-07-29,2024-07-29,Delivered,Paid,John Obi,Ibadan,1,0.36,0,266.48,1092.95,54.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,0.0,0,35.7,Medium Risk,7.8,0.6,1.1191190057602707,1.0
PO100925,2024-07-26,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,260,360448.35,93716571.51,,NGN,2024-10-15,2024-10-15,Delivered,Paid,Chidi Eze,Kano,1,0.79,0,227.39,1055.56,65.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,0.0,0,37.4,Medium Risk,7.6,0.5,0.7025052866149183,9.0
PO102012,2024-07-29,SUP1036,Services Supplier 9 (NIG),MAT2058,Services Item 5,Services,886,205102.61,181720915.23,,NGN,2024-08-10,2024-08-09,Delivered,Pending,Sarah Ahmed,Kano,1,0.55,0,245.93,959.49,54.0,None,0,Services Supplier 9 (NIG),77.0,78.7,6.5,7.96,82.0,23.7,-1.0,0,35.7,Medium Risk,2.6,0.4,1.3621913561354992,3.0
PO100450,2024-08-21,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,133,453092.87,60261351.08,,NGN,2024-09-28,2024-09-23,Partial,Paid,Sarah Ahmed,Kano,1,0.54,0,262.76,1065.18,43.0,None,0,Services Supplier 9 (NIG),56.0,81.3,14.5,5.56,82.0,28.1,-5.0,0,46.9,Medium Risk,-1.0,0.3,0.45172286000390427,23.0
PO101427,2024-08-21,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,273,585669.14,159887675.56,,NGN,2024-09-16,2024-09-12,Delivered,Pending,John Obi,Lagos,1,0.54,0,262.76,1065.18,43.0,None,0,Services Supplier 9 (NIG),56.0,81.3,14.5,5.56,82.0,28.1,-4.0,0,46.9,Medium Risk,-2.0,0.3,1.1985280248273442,0.0
PO101930,2024-08-25,SUP1036,Services Supplier 9 (NIG),MAT2069,Services Item 16,Services,917,14450.65,13251242.5,,NGN,2024-09-25,2024-09-25,Delivered,Overdue,John Obi,Kano,1,0.68,0,237.32,1098.83,59.0,None,0,Services Supplier 9 (NIG),56.0,81.3,14.5,5.56,82.0,28.1,0.0,0,49.3,Medium Risk,-2.0,0.3,0.0993321432962682,4.0
PO101034,2024-09-04,SUP1036,Services Supplier 9 (NIG),MAT2066,Services Item 13,Services,723,465994.83,336914261.51,,NGN,2024-11-10,2024-11-10,Delivered,Pending,John Obi,Lagos,1,0.79,0,222.93,1125.76,64.0,None,0,Services Supplier 9 (NIG),60.0,62.6,12.9,4.35,21.0,18.5,0.0,0,45.0,Medium Risk,-2.0,0.2,2.525530394819029,10.0
PO102205,2024-10-03,SUP1036,Services Supplier 9 (NIG),MAT2059,Services Item 6,Services,101,97610.36,9858646.45,,NGN,2024-11-10,2024-12-03,Delivered,Paid,John Obi,Lagos,1,0.89,0,214.63,1041.22,68.0,None,0,Services Supplier 9 (NIG),67.0,66.0,14.6,3.03,46.0,26.6,23.0,1,42.5,Medium Risk,-2.0,0.1,0.07390103093190285,29.0
PO100764,2024-10-11,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,274,16068.34,4402724.16,,NGN,2024-11-29,2024-11-26,Delivered,Pending,John Obi,Kano,1,0.43,0,266.88,1022.81,59.0,None,0,Services Supplier 9 (NIG),67.0,66.0,14.6,3.03,46.0,26.6,-3.0,0,41.2,Medium Risk,2.8,0.1,0.033003095910067455,8.0
PO101487,2024-10-17,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,17,397105.03,6750785.51,,NGN,2024-11-24,2024-11-24,Delivered,Paid,Sarah Ahmed,Lagos,1,0.58,0,257.43,1182.7,58.0,None,0,Services Supplier 9 (NIG),67.0,66.0,14.6,3.03,46.0,26.6,0.0,0,41.0,Medium Risk,3.2,0.1,0.050604310776268036,6.0
PO100493,2024-10-18,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,204,387014.87,78951034.05,,NGN,2025-01-07,2025-01-13,Delivered,Overdue,Chidi Eze,Lagos,1,0.34,0,245.56,1021.96,51.0,None,0,Services Supplier 9 (NIG),67.0,66.0,14.6,3.03,46.0,26.6,6.0,1,40.0,Medium Risk,4.0,0.1,0.5918218935049411,1.0
PO101164,2024-10-18,SUP1036,Services Supplier 9 (NIG),MAT2070,Services Item 17,Services,332,189017.68,62753869.37,,NGN,2024-11-02,2024-11-02,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.34,0,245.56,1021.96,51.0,None,0,Services Supplier 9 (NIG),67.0,66.0,14.6,3.03,46.0,26.6,0.0,0,40.0,Medium Risk,5.2,0.2,0.47040693313522375,0.0
PO101740,2024-11-18,SUP1036,Services Supplier 9 (NIG),MAT2069,Services Item 16,Services,185,13293.8,2459352.69,,NGN,2024-12-19,2025-01-14,Delivered,Overdue,John Obi,Ibadan,0,0.28,0,247.6,1217.31,28.0,None,0,Services Supplier 9 (NIG),82.0,86.8,3.5,2.74,52.0,15.3,26.0,1,19.0,Low Risk,5.2,0.2,0.01843546171758178,31.0
PO100439,2024-12-03,SUP1036,Services Supplier 9 (NIG),MAT2059,Services Item 6,Services,371,117860.1,43726096.55,,NGN,2025-01-10,2025-01-17,Delivered,Paid,John Obi,Kano,0,0.26,1,277.5,1224.57,38.0,None,0,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,7.0,1,36.3,Medium Risk,5.8,0.3,0.32777355695445604,15.0
PO102187,2024-12-05,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,793,12337.85,9783916.17,,NGN,2025-01-23,2025-02-09,Delivered,Paid,Sarah Ahmed,Kano,0,0.19,1,263.33,1159.55,55.0,None,0,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,17.0,1,38.8,Medium Risk,7.8,0.4,0.07334084807497225,2.0
PO100316,2024-12-22,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,214,11448.38,2449953.03,,NGN,2025-02-09,2025-02-09,Delivered,Paid,Sarah Ahmed,Lagos,0,0.12,1,293.4,1228.16,48.0,None,0,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,0.0,0,37.8,Medium Risk,11.2,0.5,0.018365001277811228,17.0
PO101945,2024-12-23,SUP1036,Services Supplier 9 (NIG),MAT2068,Services Item 15,Services,708,153803.3,108892737.64,,NGN,2025-01-28,2025-02-03,Delivered,Paid,Sarah Ahmed,Kano,0,0.2,1,286.6,1260.79,53.0,None,0,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,6.0,1,38.5,Medium Risk,10.0,0.5,0.8162667779402134,1.0
PO102473,2024-12-26,SUP1036,Services Supplier 9 (NIG),MAT2054,Services Item 1,Services,38,336855.19,12800497.26,,NGN,2025-02-25,2025-03-05,Delivered,Paid,John Obi,Ibadan,0,0.38,1,288.38,1279.45,43.0,None,0,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,8.0,1,37.0,Medium Risk,11.2,0.6,0.09595332876096777,3.0
PO100820,2024-12-29,SUP1036,Services Supplier 9 (NIG),MAT2057,Services Item 4,Services,77,191666.13,14758292.16,,NGN,2025-01-10,2025-01-10,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.28,1,285.02,1218.41,58.0,Strike,10,Services Supplier 9 (NIG),55.0,85.8,9.4,2.13,54.0,28.6,0.0,0,54.3,Medium Risk,7.6,0.6,0.11062908188762763,3.0
PO102094,2025-01-13,SUP1036,Services Supplier 9 (NIG),MAT2060,Services Item 7,Services,248,181477.57,45006436.35,,NGN,2025-04-01,2025-04-05,Delivered,Paid,Chidi Eze,Kano,0,0.13,1,252.48,1334.38,51.0,None,0,Services Supplier 9 (NIG),85.0,82.5,12.7,0.77,74.0,27.8,4.0,1,27.5,Low Risk,6.2,0.6,0.33737106424341523,15.0
