po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO102181,2024-08-24,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,396,30224.18,11968776.56,11907.57,USD,2024-11-08,2024-11-29,Delivered,Paid,Chidi Eze,Kano,1,0.67,0,269.95,1022.51,58.0,None,0,Raw Materials Supplier 2 (UK),73,65.1,4.2,7.42,81,24.2,21.0,1,34.8,Medium Risk
PO102182,2025-06-11,SUP1025,Equipment Supplier 7 (GER),MAT2047,Equipment Item 9,Equipment,659,160003.66,105442412.58,98746.45,USD,2025-07-01,2025-07-15,Delivered,Pending,John Obi,Ibadan,1,0.46,0,288.51,1305.19,54.0,None,0,Equipment Supplier 7 (GER),65,80.6,3.4,0.59,23,16.9,14.0,1,26.4,Low Risk
PO102183,2024-07-01,SUP1005,Raw Materials Supplier 6 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,203,139382.92,28294732.67,,NGN,2024-08-01,2024-08-04,Delivered,Paid,John Obi,Ibadan,1,0.68,0,241.75,1076.94,53.0,None,0,Raw Materials Supplier 6 (NIG),75,71.3,3.3,5.44,20,26.7,3.0,1,29.4,Low Risk
PO102184,2024-07-20,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,439,93515.43,41053272.74,,NGN,2024-09-23,2024-09-23,Delivered,Paid,Sarah Ahmed,Kano,1,0.85,0,234.65,1090.18,66.0,None,0,Services Supplier 10 (NIG),55,94.3,11.8,7.69,79,13.9,0.0,0,51.2,Medium Risk
PO102185,2024-11-16,SUP1023,Equipment Supplier 5 (IND),MAT2046,Equipment Item 8,Equipment,474,417654.68,197968319.54,141004.86,USD,2024-12-06,2024-12-06,Delivered,Paid,John Obi,Kano,0,0.24,0,276.76,1211.06,32.0,None,0,Equipment Supplier 5 (IND),24,87.4,7.5,7.53,54,22.8,0.0,0,54.0,Medium Risk
PO102186,2025-04-21,SUP1007,Raw Materials Supplier 8 (USA),MAT2012,Raw Materials Item 13,Raw Materials,438,452773.15,198314639.08,196720.77,USD,2025-05-04,2025-04-29,Delivered,Paid,Chidi Eze,Kano,1,0.84,0,264.07,1399.31,44.0,None,0,Raw Materials Supplier 8 (USA),55,92.4,14.4,2.17,40,20.2,-5.0,0,42.3,Medium Risk
PO102187,2024-12-05,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,793,12337.85,9783916.17,,NGN,2025-01-23,2025-02-09,Delivered,Paid,Sarah Ahmed,Kano,0,0.19,1,263.33,1159.55,55.0,None,0,Services Supplier 9 (NIG),73,85.0,8.9,6.32,43,24.1,17.0,1,37.4,Medium Risk
PO102188,2025-06-03,SUP1018,Packaging Supplier 11 (IND),MAT2033,Packaging Item 13,Packaging,876,303106.12,265520964.86,228344.2,USD,2025-06-15,2025-06-11,Delivered,Overdue,Chidi Eze,Kano,1,0.79,0,300.91,1330.61,58.0,None,0,Packaging Supplier 11 (IND),73,85.8,12.5,6.08,69,9.4,-4.0,0,41.1,Medium Risk
PO102189,2024-06-26,SUP1005,Raw Materials Supplier 6 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,785,25859.03,20299342.35,,NGN,2024-09-10,2024-09-22,Delivered,Paid,John Obi,Ibadan,1,0.53,0,257.2,950.82,58.0,None,0,Raw Materials Supplier 6 (NIG),61,78.3,8.5,4.64,51,16.5,12.0,1,39.8,Medium Risk
PO102190,2024-09-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,529,127650.08,67526893.21,,NGN,2024-12-01,2024-12-24,Delivered,Pending,Chidi Eze,Lagos,1,0.69,0,258.17,995.93,48.0,None,0,Raw Materials Supplier 5 (NIG),64,63.9,7.9,3.9,77,13.8,23.0,1,35.4,Medium Risk
PO102191,2024-10-21,SUP1008,Packaging Supplier 1 (CHI),MAT2038,Packaging Item 18,Packaging,424,152661.4,64728434.19,54858.46,USD,2024-11-06,2024-11-06,Delivered,Paid,Chidi Eze,Lagos,1,0.64,0,226.59,1146.61,55.0,None,0,Packaging Supplier 1 (CHI),52,69.7,10.2,6.65,41,6.0,0.0,0,47.6,Medium Risk
PO102192,2025-11-05,SUP1005,Raw Materials Supplier 6 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,647,524974.88,339658749.18,,NGN,2025-11-18,2025-12-05,Delivered,Overdue,John Obi,Lagos,0,0.38,0,324.57,1486.2,33.0,None,0,Raw Materials Supplier 6 (NIG),62,67.5,6.1,6.29,50,28.4,17.0,1,35.7,Medium Risk
PO102193,2025-09-05,SUP1012,Packaging Supplier 5 (USA),MAT2038,Packaging Item 18,Packaging,415,143109.66,59390509.98,58709.14,USD,2025-09-21,2025-09-21,Partial,Pending,John Obi,Kano,1,0.59,0,323.03,1448.23,57.0,None,0,Packaging Supplier 5 (USA),81,80.7,12.6,1.3,78,16.9,0.0,0,30.7,Medium Risk
PO102194,2024-08-17,SUP1015,Packaging Supplier 8 (NIG),MAT2037,Packaging Item 17,Packaging,925,297031.19,274753849.84,,NGN,2024-10-01,2024-10-01,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.55,0,218.12,1106.31,66.0,None,0,Packaging Supplier 8 (NIG),71,93.0,13.8,3.21,33,24.3,0.0,0,40.1,Medium Risk
PO102195,2024-03-03,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,786,44822.81,35230731.71,43188.45,USD,2024-05-03,2024-05-29,Delivered,Pending,John Obi,Kano,0,0.38,0,235.02,825.95,36.0,None,0,Equipment Supplier 7 (GER),83,75.9,14.2,5.31,21,22.1,26.0,1,34.4,Medium Risk
PO102196,2024-10-02,SUP1018,Packaging Supplier 11 (IND),MAT2022,Packaging Item 2,Packaging,287,1574.23,451804.98,317.14,USD,2024-11-27,2024-11-26,Delivered,Overdue,Chidi Eze,Kano,1,0.71,0,252.29,1107.84,49.0,None,0,Packaging Supplier 11 (IND),62,87.9,6.0,4.14,70,13.4,-1.0,0,34.8,Medium Risk
PO102197,2025-01-06,SUP1004,Raw Materials Supplier 5 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,987,137637.71,135848422.12,,NGN,2025-02-06,2025-02-06,Delivered,Overdue,John Obi,Kano,0,0.34,1,293.2,1264.16,41.0,None,0,Raw Materials Supplier 5 (NIG),80,61.1,3.0,6.13,33,11.1,0.0,0,26.3,Low Risk
PO102198,2025-09-18,SUP1039,Services Supplier 12 (IND),MAT2061,Services Item 8,Services,164,558882.32,91656699.91,57777.6,USD,2025-10-14,2025-11-04,Delivered,Paid,Sarah Ahmed,Lagos,1,0.72,0,314.98,1532.29,50.0,None,0,Services Supplier 12 (IND),45,94.8,8.3,5.11,84,5.1,21.0,1,45.5,Medium Risk
PO102199,2025-07-16,SUP1025,Equipment Supplier 7 (GER),MAT2044,Equipment Item 6,Equipment,822,277774.33,228330495.55,221316.94,USD,2025-10-14,2025-10-14,Delivered,Paid,John Obi,Ibadan,1,0.61,0,311.56,1377.84,42.0,None,0,Equipment Supplier 7 (GER),81,66.8,9.5,5.28,47,12.1,0.0,0,31.3,Medium Risk
PO102200,2024-06-06,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,556,42403.38,23576281.62,28023.83,USD,2024-07-13,2024-07-13,Delivered,Overdue,John Obi,Kano,1,0.52,0,252.58,958.49,45.0,None,0,Raw Materials Supplier 8 (USA),59,67.2,3.8,4.56,40,22.3,0.0,0,33.8,Medium Risk
PO102201,2025-03-21,SUP1010,Packaging Supplier 3 (NIG),MAT2035,Packaging Item 15,Packaging,61,486060.86,29649712.43,,NGN,2025-04-23,2025-04-23,Delivered,Paid,John Obi,Lagos,0,0.26,0,263.84,1237.94,30.0,None,0,Packaging Supplier 3 (NIG),52,88.7,6.7,6.96,18,14.7,0.0,0,40.8,Medium Risk
PO102202,2024-03-31,SUP1006,Raw Materials Supplier 7 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,618,30286.34,18716955.78,,NGN,2024-05-20,2024-06-09,Delivered,Overdue,Chidi Eze,Lagos,0,0.31,0,230.88,936.47,36.0,None,0,Raw Materials Supplier 7 (NIG),79,62.0,12.0,3.11,70,18.3,20.0,1,30.5,Medium Risk
PO102203,2024-05-06,SUP1024,Equipment Supplier 6 (IND),MAT2048,Equipment Item 10,Equipment,211,138409.6,29204425.74,23648.05,USD,2024-07-29,2024-07-29,Delivered,Overdue,Chidi Eze,Ibadan,1,0.5,0,242.51,974.58,60.0,None,0,Equipment Supplier 6 (IND),40,68.2,13.5,2.52,90,18.5,0.0,0,50.3,Medium Risk
PO102204,2024-03-26,SUP1005,Raw Materials Supplier 6 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,108,27005.08,2916549.0,,NGN,2024-06-10,2024-06-10,Delivered,Paid,John Obi,Ibadan,0,0.26,0,193.64,829.52,32.0,None,0,Raw Materials Supplier 6 (NIG),71,65.4,5.8,2.48,61,19.1,0.0,0,25.9,Low Risk
PO102205,2024-10-03,SUP1036,Services Supplier 9 (NIG),MAT2059,Services Item 6,Services,101,97610.36,9858646.45,,NGN,2024-11-10,2024-12-03,Delivered,Paid,John Obi,Lagos,1,0.89,0,214.63,1041.22,68.0,None,0,Services Supplier 9 (NIG),68,81.1,10.3,1.54,46,17.7,23.0,1,35.6,Medium Risk
PO102206,2025-08-31,SUP1032,Services Supplier 5 (NIG),MAT2057,Services Item 4,Services,589,186452.69,109820634.76,,NGN,2025-09-12,2025-09-11,Delivered,Overdue,John Obi,Lagos,1,0.4,0,304.49,1577.9,52.0,Port Closure,3,Services Supplier 5 (NIG),77,82.6,11.3,4.73,80,22.1,-1.0,0,39.9,Medium Risk
PO102207,2024-06-26,SUP1004,Raw Materials Supplier 5 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,833,209319.09,174362798.57,,NGN,2024-08-24,2024-09-05,Delivered,Paid,Sarah Ahmed,Lagos,1,0.53,0,257.2,950.82,58.0,None,0,Raw Materials Supplier 5 (NIG),68,73.8,4.1,6.03,64,26.6,12.0,1,34.6,Medium Risk
PO102208,2025-09-30,SUP1012,Packaging Supplier 5 (USA),MAT2023,Packaging Item 3,Packaging,570,543491.0,309789868.35,197126.23,USD,2025-12-04,2025-11-29,Delivered,Pending,John Obi,Ibadan,1,0.77,0,309.68,1596.29,47.0,None,0,Packaging Supplier 5 (USA),81,80.7,12.6,1.3,78,16.9,-5.0,0,29.2,Low Risk
PO102209,2024-04-20,SUP1008,Packaging Supplier 1 (CHI),MAT2021,Packaging Item 1,Packaging,854,424299.21,362351528.31,348004.18,USD,2024-05-18,2024-05-21,Delivered,Paid,John Obi,Kano,1,0.82,0,249.67,965.57,66.0,Political Unrest,7,Packaging Supplier 1 (CHI),51,81.4,4.1,4.63,20,20.4,3.0,1,51.0,Medium Risk
PO102210,2025-04-06,SUP1004,Raw Materials Supplier 5 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,157,349438.36,54861823.24,,NGN,2025-04-20,2025-04-20,Delivered,Paid,John Obi,Kano,1,0.44,0,291.33,1193.88,55.0,None,0,Raw Materials Supplier 5 (NIG),69,68.7,14.9,1.99,27,20.4,0.0,0,38.5,Medium Risk
PO102211,2026-01-05,SUP1007,Raw Materials Supplier 8 (USA),MAT2013,Raw Materials Item 14,Raw Materials,607,29503.1,17908380.89,12851.13,USD,2026-02-24,,Pending,Pending,John Obi,Ibadan,0,0.25,1,315.41,1632.19,40.0,None,0,Raw Materials Supplier 8 (USA),75,75.8,11.4,1.35,89,23.8,,0,29.4,Low Risk
PO102212,2025-11-17,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,223,396469.98,88412804.7,77791.67,USD,2025-12-01,2025-12-16,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.37,0,337.58,1667.71,35.0,None,0,Raw Materials Supplier 8 (USA),69,73.9,6.0,6.71,74,8.3,15.0,1,33.7,Medium Risk
PO102213,2024-05-15,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,627,573282.32,359448015.17,,NGN,2024-06-10,2024-06-06,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.45,0,232.5,988.1,56.0,None,0,Services Supplier 9 (NIG),64,72.2,3.4,7.37,62,28.7,-4.0,0,37.3,Medium Risk
PO102214,2026-02-02,SUP1023,Equipment Supplier 5 (IND),MAT2048,Equipment Item 10,Equipment,608,145552.16,88495712.42,99482.86,USD,2026-04-27,,Pending,Pending,John Obi,Lagos,0,0.21,0,318.24,1702.67,36.0,None,0,Equipment Supplier 5 (IND),50,74.3,4.2,5.11,56,8.6,,0,37.3,Medium Risk
PO102215,2025-10-05,SUP1005,Raw Materials Supplier 6 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,337,37917.09,12778058.02,,NGN,2025-11-24,2025-11-24,Delivered,Overdue,Chidi Eze,Ibadan,1,0.5,0,344.88,1500.83,57.0,None,0,Raw Materials Supplier 6 (NIG),64,80.9,8.7,7.95,53,10.1,0.0,0,43.6,Medium Risk
PO102216,2026-02-13,SUP1024,Equipment Supplier 6 (IND),MAT2046,Equipment Item 8,Equipment,760,509083.62,386903548.14,314891.49,USD,2026-03-05,,Pending,Pending,Chidi Eze,Ibadan,0,0.12,0,343.59,1686.65,41.0,None,0,Equipment Supplier 6 (IND),39,79.8,2.8,1.46,23,7.5,,0,35.5,Medium Risk
PO102217,2025-08-04,SUP1030,Services Supplier 3 (CHI),MAT2064,Services Item 11,Services,139,375361.08,52175190.73,47281.75,USD,2025-09-11,2025-09-11,Partial,Pending,Sarah Ahmed,Ibadan,1,0.39,0,330.16,1554.73,57.0,None,0,Services Supplier 3 (CHI),54,87.8,6.5,7.54,75,24.7,0.0,0,44.8,Medium Risk
PO102218,2024-11-16,SUP1006,Raw Materials Supplier 7 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,533,29625.97,15790641.6,,NGN,2025-01-31,2025-03-02,Delivered,Paid,Chidi Eze,Lagos,0,0.24,0,276.76,1211.06,32.0,None,0,Raw Materials Supplier 7 (NIG),78,78.3,5.2,2.5,70,16.5,30.0,1,22.6,Low Risk
PO102219,2025-07-11,SUP1023,Equipment Supplier 5 (IND),MAT2043,Equipment Item 5,Equipment,644,94245.39,60694032.15,67102.04,USD,2025-09-25,2025-09-22,Delivered,Paid,Sarah Ahmed,Kano,1,0.73,0,300.79,1333.08,52.0,None,0,Equipment Supplier 5 (IND),23,82.5,3.1,7.66,84,16.5,-3.0,0,53.2,Medium Risk
PO102220,2025-11-26,SUP1012,Packaging Supplier 5 (USA),MAT2028,Packaging Item 8,Packaging,863,271529.67,234330106.41,220893.53,USD,2026-02-05,2026-02-05,Delivered,Overdue,Sarah Ahmed,Ibadan,0,0.36,0,319.35,1721.61,25.0,None,0,Packaging Supplier 5 (USA),76,80.2,3.8,6.77,42,20.3,0.0,0,27.3,Low Risk
PO102221,2024-04-05,SUP1018,Packaging Supplier 11 (IND),MAT2021,Packaging Item 1,Packaging,130,424013.75,55121787.44,35056.47,USD,2024-05-03,2024-05-15,Delivered,Paid,Chidi Eze,Lagos,1,0.32,0,191.44,921.09,57.0,None,0,Packaging Supplier 11 (IND),73,77.5,10.6,6.68,74,10.4,12.0,1,40.0,Medium Risk
PO102222,2024-08-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,180,88890.37,16000266.22,11581.96,USD,2024-09-03,2024-09-07,Delivered,Pending,Sarah Ahmed,Lagos,1,0.38,0,210.78,1072.16,41.0,None,0,Raw Materials Supplier 8 (USA),79,65.1,14.1,7.38,55,6.4,4.0,1,39.7,Medium Risk
PO102223,2024-09-25,SUP1012,Packaging Supplier 5 (USA),MAT2022,Packaging Item 2,Packaging,12,1378.56,16542.75,20.31,USD,2024-11-20,2024-11-30,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.69,0,258.17,995.93,48.0,None,0,Packaging Supplier 5 (USA),84,94.7,6.3,2.77,22,17.6,10.0,1,24.1,Low Risk
PO102224,2025-10-24,SUP1005,Raw Materials Supplier 6 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,636,308241.34,196041489.59,,NGN,2026-01-12,2026-01-12,Delivered,Paid,Sarah Ahmed,Lagos,1,0.77,0,338.91,1661.34,66.0,None,0,Raw Materials Supplier 6 (NIG),64,80.9,8.7,7.95,53,10.1,0.0,0,44.9,Medium Risk
PO102225,2024-03-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2017,Raw Materials Item 18,Raw Materials,403,435258.5,175409175.52,125912.29,USD,2024-06-04,2024-06-04,Delivered,Overdue,John Obi,Ibadan,0,0.24,0,199.26,802.02,24.0,None,0,Raw Materials Supplier 2 (UK),70,91.1,2.1,7.12,71,8.3,0.0,0,28.4,Low Risk
PO102226,2025-10-12,SUP1032,Services Supplier 5 (NIG),MAT2065,Services Item 12,Services,767,90945.51,69755202.86,,NGN,2025-11-01,2025-11-01,Partial,Pending,Sarah Ahmed,Kano,1,0.46,0,334.17,1554.1,45.0,None,0,Services Supplier 5 (NIG),74,68.7,5.5,4.49,85,18.1,0.0,0,29.4,Low Risk
PO102227,2024-05-19,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,501,125232.28,62741373.86,,NGN,2024-07-23,2024-07-20,Delivered,Pending,Chidi Eze,Lagos,1,0.55,0,250.28,960.24,61.0,None,0,Services Supplier 10 (NIG),61,82.3,2.4,2.52,87,21.3,-3.0,0,30.9,Medium Risk
PO102228,2024-11-06,SUP1039,Services Supplier 12 (IND),MAT2059,Services Item 6,Services,131,127165.91,16658734.54,12085.47,USD,2024-12-14,2024-12-14,Delivered,Paid,Chidi Eze,Lagos,0,0.28,0,269.38,1204.38,28.0,None,0,Services Supplier 12 (IND),54,84.8,14.0,1.09,63,5.5,0.0,0,38.2,Medium Risk
PO102229,2025-01-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2015,Raw Materials Item 16,Raw Materials,688,76984.43,52965287.57,40228.55,USD,2025-02-14,2025-03-02,Delivered,Pending,John Obi,Lagos,0,0.26,1,235.98,1315.08,40.0,None,0,Raw Materials Supplier 8 (USA),74,68.1,5.0,5.66,60,6.6,16.0,1,29.9,Low Risk
PO102230,2024-09-05,SUP1026,Equipment Supplier 8 (NIG),MAT2050,Equipment Item 12,Equipment,834,300796.59,250864353.29,,NGN,2024-10-14,2024-10-14,Delivered,Pending,John Obi,Ibadan,1,0.47,0,274.9,1170.46,56.0,None,0,Equipment Supplier 8 (NIG),61,70.7,5.1,6.57,36,28.8,0.0,0,39.0,Medium Risk
PO102231,2025-04-22,SUP1038,Services Supplier 11 (CHI),MAT2067,Services Item 14,Services,40,103051.07,4122042.96,3747.14,USD,2025-06-26,2025-07-07,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.73,0,277.63,1456.15,42.0,None,0,Services Supplier 11 (CHI),78,94.3,7.5,4.6,36,17.0,11.0,1,29.5,Low Risk
PO102232,2025-05-22,SUP1010,Packaging Supplier 3 (NIG),MAT2035,Packaging Item 15,Packaging,743,407311.47,302632424.61,,NGN,2025-06-24,2025-06-24,Delivered,Paid,John Obi,Kano,1,0.6,0,269.79,1246.07,43.0,None,0,Packaging Supplier 3 (NIG),52,67.4,4.3,1.54,86,17.7,0.0,0,32.3,Medium Risk
PO102233,2025-08-30,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,715,425443.26,304191929.85,197974.55,USD,2025-11-15,2025-12-12,Delivered,Pending,John Obi,Lagos,1,0.38,0,332.54,1578.85,50.0,Port Closure,1,Raw Materials Supplier 8 (USA),71,82.4,11.2,0.79,28,14.0,27.0,1,33.0,Medium Risk
PO102234,2025-03-31,SUP1018,Packaging Supplier 11 (IND),MAT2028,Packaging Item 8,Packaging,44,310521.81,13662959.78,11379.75,USD,2025-06-10,2025-06-10,Delivered,Pending,John Obi,Ibadan,0,0.27,0,267.65,1223.35,30.0,None,0,Packaging Supplier 11 (IND),78,89.5,5.1,4.78,79,23.7,0.0,0,25.6,Low Risk
PO102235,2024-10-14,SUP1023,Equipment Supplier 5 (IND),MAT2053,Equipment Item 15,Equipment,662,394717.52,261303001.21,231391.35,USD,2024-11-23,2024-11-23,Delivered,Pending,Sarah Ahmed,Lagos,1,0.76,0,217.6,1211.98,59.0,None,0,Equipment Supplier 5 (IND),31,70.7,6.9,2.7,18,20.8,0.0,0,47.4,Medium Risk
PO102236,2024-03-04,SUP1024,Equipment Supplier 6 (IND),MAT2039,Equipment Item 1,Equipment,99,283977.07,28113730.29,32102.06,USD,2024-05-22,2024-05-25,Delivered,Pending,John Obi,Kano,0,0.37,0,209.87,818.93,28.0,None,0,Equipment Supplier 6 (IND),39,80.5,8.4,6.14,64,24.0,3.0,1,46.2,Medium Risk
PO102237,2024-06-22,SUP1030,Services Supplier 3 (CHI),MAT2058,Services Item 5,Services,970,160320.26,155510652.52,165199.34,USD,2024-07-04,2024-07-19,Delivered,Paid,Sarah Ahmed,Kano,1,0.59,0,219.23,1071.66,48.0,None,0,Services Supplier 3 (CHI),65,63.9,9.4,2.09,40,6.2,15.0,1,33.7,Medium Risk
PO102238,2025-04-07,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,914,253996.13,232152458.44,198129.87,USD,2025-04-14,2025-04-14,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.67,0,288.32,1347.43,54.0,None,0,Raw Materials Supplier 2 (UK),57,76.9,3.7,5.03,15,22.9,0.0,0,36.5,Medium Risk
PO102239,2024-04-20,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,140,33072.63,4630168.33,3801.77,USD,2024-06-09,2024-06-05,Delivered,Paid,John Obi,Lagos,1,0.82,0,249.67,965.57,66.0,Political Unrest,7,Raw Materials Supplier 2 (UK),57,78.0,5.7,1.63,35,12.2,-4.0,0,45.7,Medium Risk
PO102240,2025-09-28,SUP1039,Services Supplier 12 (IND),MAT2067,Services Item 14,Services,80,99218.73,7937498.1,8818.71,USD,2025-12-02,2025-12-13,Delivered,Pending,John Obi,Ibadan,1,0.73,0,263.54,1501.26,53.0,None,0,Services Supplier 12 (IND),45,94.8,8.3,5.11,84,5.1,11.0,1,45.9,Medium Risk
PO102241,2025-05-09,SUP1038,Services Supplier 11 (CHI),MAT2066,Services Item 13,Services,779,427442.21,332977482.48,212822.79,USD,2025-07-15,2025-07-26,Delivered,Paid,Sarah Ahmed,Kano,1,0.88,0,263.55,1405.45,55.0,None,0,Services Supplier 11 (CHI),61,72.2,14.4,7.79,88,24.1,11.0,1,49.9,Medium Risk
PO102242,2024-08-24,SUP1013,Packaging Supplier 6 (NIG),MAT2028,Packaging Item 8,Packaging,460,297436.68,136820872.71,,NGN,2024-11-03,2024-11-03,Delivered,Overdue,John Obi,Lagos,1,0.67,0,269.95,1022.51,58.0,None,0,Packaging Supplier 6 (NIG),39,84.0,14.6,4.06,37,13.2,0.0,0,53.8,Medium Risk
PO102243,2025-11-22,SUP1004,Raw Materials Supplier 5 (NIG),MAT2006,Raw Materials Item 7,Raw Materials,350,33906.17,11867158.94,,NGN,2025-12-29,2026-01-06,Delivered,Pending,Sarah Ahmed,Lagos,0,0.36,0,282.91,1461.36,26.0,None,0,Raw Materials Supplier 5 (NIG),65,92.6,15.0,5.19,22,17.1,8.0,1,40.7,Medium Risk
PO102244,2024-11-16,SUP1018,Packaging Supplier 11 (IND),MAT2028,Packaging Item 8,Packaging,368,313731.91,115453343.39,101498.82,USD,2025-01-26,2025-02-16,Delivered,Paid,Sarah Ahmed,Lagos,0,0.24,0,276.76,1211.06,32.0,None,0,Packaging Supplier 11 (IND),83,61.3,4.1,1.52,48,20.8,21.0,1,18.0,Low Risk
PO102245,2026-01-20,SUP1015,Packaging Supplier 8 (NIG),MAT2032,Packaging Item 12,Packaging,855,62408.55,53359312.63,,NGN,2026-04-09,,Pending,Pending,Sarah Ahmed,Lagos,0,0.28,1,359.43,1739.19,61.0,None,0,Packaging Supplier 8 (NIG),79,82.0,11.9,4.99,36,20.9,,0,36.9,Medium Risk
PO102246,2025-07-30,SUP1036,Services Supplier 9 (NIG),MAT2060,Services Item 7,Services,877,180231.33,158062873.79,,NGN,2025-10-16,2025-11-02,Delivered,Overdue,John Obi,Lagos,1,0.83,0,315.9,1319.87,64.0,None,0,Services Supplier 9 (NIG),66,64.9,5.2,0.59,68,13.0,17.0,1,29.3,Low Risk
PO102247,2024-12-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2009,Raw Materials Item 10,Raw Materials,989,148767.98,147131533.13,97862.16,USD,2025-02-08,2025-03-01,Delivered,Overdue,Chidi Eze,Ibadan,0,0.26,1,277.5,1224.57,38.0,None,0,Raw Materials Supplier 8 (USA),58,64.6,2.3,7.89,49,17.1,21.0,1,36.6,Medium Risk
PO102248,2025-11-24,SUP1026,Equipment Supplier 8 (NIG),MAT2043,Equipment Item 5,Equipment,494,82215.16,40614291.42,,NGN,2026-02-08,2026-02-08,Delivered,Paid,Chidi Eze,Lagos,0,0.13,0,298.7,1658.7,30.0,None,0,Equipment Supplier 8 (NIG),70,71.1,7.0,1.85,44,15.3,0.0,0,26.3,Low Risk
PO102249,2025-03-01,SUP1004,Raw Materials Supplier 5 (NIG),MAT2010,Raw Materials Item 11,Raw Materials,47,97054.64,4561568.12,,NGN,2025-03-20,2025-04-16,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.32,0,261.37,1352.31,37.0,None,0,Raw Materials Supplier 5 (NIG),81,60.4,14.7,5.86,64,25.4,27.0,1,36.6,Medium Risk
PO102250,2024-07-02,SUP1009,Packaging Supplier 2 (CHI),MAT2038,Packaging Item 18,Packaging,330,189425.5,62510415.36,43129.79,USD,2024-07-18,2024-08-01,Delivered,Overdue,Chidi Eze,Lagos,1,0.69,0,258.25,1057.89,42.0,None,0,Packaging Supplier 2 (CHI),30,84.8,5.5,1.15,45,12.4,14.0,1,41.5,Medium Risk
PO102251,2024-06-17,SUP1012,Packaging Supplier 5 (USA),MAT2031,Packaging Item 11,Packaging,98,332537.1,32588635.37,24881.41,USD,2024-07-24,2024-08-10,Delivered,Pending,Chidi Eze,Lagos,1,0.49,0,244.78,1062.64,61.0,None,0,Packaging Supplier 5 (USA),63,65.3,6.3,3.43,15,15.3,17.0,1,35.4,Medium Risk
PO102252,2024-03-13,SUP1031,Services Supplier 4 (NIG),MAT2070,Services Item 17,Services,685,185252.58,126898016.52,,NGN,2024-03-28,2024-03-28,Delivered,Paid,Chidi Eze,Kano,0,0.38,0,219.82,865.84,26.0,None,0,Services Supplier 4 (NIG),84,80.2,14.0,0.99,58,17.5,0.0,0,25.8,Low Risk
PO102253,2025-11-13,SUP1037,Services Supplier 10 (NIG),MAT2068,Services Item 15,Services,802,141965.51,113856336.76,,NGN,2025-12-19,2026-01-16,Delivered,Paid,John Obi,Kano,0,0.22,0,274.65,1575.72,36.0,None,0,Services Supplier 10 (NIG),63,90.7,14.9,0.82,22,24.8,28.0,1,36.3,Medium Risk
