po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO101271,SUP1029,Services Supplier 2 (NIG),2025-06-12,2025-06-24,2025-06-24,12,12,0,0
PO102388,SUP1029,Services Supplier 2 (NIG),2025-06-22,2025-08-26,2025-09-23,93,65,28,1
PO102330,SUP1029,Services Supplier 2 (NIG),2025-07-05,2025-08-03,2025-08-06,32,29,3,1
PO100117,SUP1029,Services Supplier 2 (NIG),2025-08-18,2025-09-13,2025-09-13,26,26,0,0
PO100397,SUP1029,Services Supplier 2 (NIG),2025-08-28,2025-10-05,2025-10-05,38,38,0,0
PO101341,SUP1029,Services Supplier 2 (NIG),2025-08-30,2025-11-05,2025-11-10,72,67,5,1
PO100130,SUP1029,Services Supplier 2 (NIG),2025-09-03,2025-09-29,2025-10-12,39,26,13,1
PO102372,SUP1029,Services Supplier 2 (NIG),2025-09-05,2025-11-05,2025-11-05,61,61,0,0
PO102402,SUP1029,Services Supplier 2 (NIG),2025-09-13,2025-10-09,2025-11-02,50,26,24,1
PO100852,SUP1029,Services Supplier 2 (NIG),2025-09-30,2025-11-07,2025-11-07,38,38,0,0
PO101994,SUP1029,Services Supplier 2 (NIG),2025-10-01,2025-10-30,2025-11-09,39,29,10,1
PO101162,SUP1029,Services Supplier 2 (NIG),2025-10-05,2025-12-25,2026-01-22,109,81,28,1
PO102178,SUP1029,Services Supplier 2 (NIG),2025-10-15,2025-10-30,2025-11-01,17,15,2,1
PO101654,SUP1029,Services Supplier 2 (NIG),2025-10-19,2025-11-14,2025-11-24,36,26,10,1
PO102320,SUP1029,Services Supplier 2 (NIG),2025-10-23,2025-11-21,2025-12-08,46,29,17,1
PO100853,SUP1029,Services Supplier 2 (NIG),2025-11-03,2025-12-11,2025-12-11,38,38,0,0
PO100123,SUP1029,Services Supplier 2 (NIG),2025-11-09,2026-01-13,2026-01-13,65,65,0,0
PO101780,SUP1029,Services Supplier 2 (NIG),2025-12-14,2026-01-14,2026-01-14,31,31,0,0
PO101281,SUP1029,Services Supplier 2 (NIG),2025-12-25,2026-01-25,2026-01-25,31,31,0,0
PO102030,SUP1029,Services Supplier 2 (NIG),2026-01-04,2026-01-19,2026-02-06,33,15,18,1
PO100682,SUP1029,Services Supplier 2 (NIG),2026-01-07,2026-02-07,2026-02-07,31,31,0,0
PO101017,SUP1029,Services Supplier 2 (NIG),2026-01-24,2026-02-22,2026-02-21,28,29,-1,0
PO101611,SUP1030,Services Supplier 3 (CHI),2024-02-27,2024-03-27,2024-03-27,29,29,0,0
PO101864,SUP1030,Services Supplier 3 (CHI),2024-02-27,2024-05-18,2024-05-18,81,81,0,0
PO101043,SUP1030,Services Supplier 3 (CHI),2024-02-29,2024-04-05,2024-05-03,64,36,28,1
PO101323,SUP1030,Services Supplier 3 (CHI),2024-03-12,2024-04-17,2024-05-16,65,36,29,1
PO101712,SUP1030,Services Supplier 3 (CHI),2024-03-12,2024-05-29,2024-06-19,99,78,21,1
PO102386,SUP1030,Services Supplier 3 (CHI),2024-03-15,2024-04-10,2024-04-16,32,26,6,1
PO101515,SUP1030,Services Supplier 3 (CHI),2024-03-28,2024-05-05,2024-05-24,57,38,19,1
PO100120,SUP1030,Services Supplier 3 (CHI),2024-04-19,2024-05-27,2024-05-27,38,38,0,0
PO100186,SUP1030,Services Supplier 3 (CHI),2024-04-24,2024-07-11,2024-07-06,73,78,-5,0
PO101002,SUP1030,Services Supplier 3 (CHI),2024-05-10,2024-07-10,2024-07-10,61,61,0,0
PO100491,SUP1030,Services Supplier 3 (CHI),2024-05-16,2024-05-28,2024-06-18,33,12,21,1
PO102438,SUP1030,Services Supplier 3 (CHI),2024-05-16,2024-06-11,2024-06-11,26,26,0,0
PO100046,SUP1030,Services Supplier 3 (CHI),2024-05-28,2024-06-26,2024-06-26,29,29,0,0
PO102237,SUP1030,Services Supplier 3 (CHI),2024-06-22,2024-07-04,2024-07-19,27,12,15,1
PO102310,SUP1030,Services Supplier 3 (CHI),2024-06-24,2024-09-10,2024-10-02,100,78,22,1
PO101617,SUP1030,Services Supplier 3 (CHI),2024-06-28,2024-09-14,2024-09-14,78,78,0,0
PO100057,SUP1030,Services Supplier 3 (CHI),2024-07-21,2024-08-19,2024-08-30,40,29,11,1
PO100859,SUP1030,Services Supplier 3 (CHI),2024-08-22,2024-10-26,2024-11-14,84,65,19,1
PO100445,SUP1030,Services Supplier 3 (CHI),2024-08-25,2024-09-30,2024-09-30,36,36,0,0
PO101520,SUP1030,Services Supplier 3 (CHI),2024-08-28,2024-10-05,2024-10-03,36,38,-2,0
PO102165,SUP1030,Services Supplier 3 (CHI),2024-09-04,2024-09-24,2024-10-22,48,20,28,1
PO101478,SUP1030,Services Supplier 3 (CHI),2024-09-14,2024-10-13,2024-10-15,31,29,2,1
PO100741,SUP1030,Services Supplier 3 (CHI),2024-09-16,2024-10-12,2024-11-03,48,26,22,1
PO101007,SUP1030,Services Supplier 3 (CHI),2024-09-28,2024-10-10,2024-11-09,42,12,30,1
PO101953,SUP1030,Services Supplier 3 (CHI),2024-10-01,2024-10-21,2024-10-20,19,20,-1,0
PO100085,SUP1030,Services Supplier 3 (CHI),2024-10-15,2024-12-21,2025-01-05,82,67,15,1
PO101940,SUP1030,Services Supplier 3 (CHI),2024-10-15,2025-01-04,2025-01-18,95,81,14,1
PO100361,SUP1030,Services Supplier 3 (CHI),2024-10-18,2024-11-13,2024-11-10,23,26,-3,0
PO100476,SUP1030,Services Supplier 3 (CHI),2024-11-07,2025-01-27,2025-02-15,100,81,19,1
PO101603,SUP1030,Services Supplier 3 (CHI),2024-11-07,2024-11-19,2024-11-19,12,12,0,0
PO101899,SUP1030,Services Supplier 3 (CHI),2024-11-10,2025-01-14,2025-02-12,94,65,29,1
PO101020,SUP1030,Services Supplier 3 (CHI),2024-11-13,2024-11-28,2024-12-24,41,15,26,1
PO100689,SUP1030,Services Supplier 3 (CHI),2024-11-20,2025-01-08,2025-01-21,62,49,13,1
PO101798,SUP1030,Services Supplier 3 (CHI),2024-11-22,2024-12-30,2025-01-26,65,38,27,1
PO100017,SUP1030,Services Supplier 3 (CHI),2024-11-30,2024-12-20,2025-01-09,40,20,20,1
PO100047,SUP1030,Services Supplier 3 (CHI),2024-12-16,2025-01-11,2025-01-11,26,26,0,0
PO100938,SUP1030,Services Supplier 3 (CHI),2025-01-13,2025-02-20,2025-02-20,38,38,0,0
PO101764,SUP1030,Services Supplier 3 (CHI),2025-01-18,2025-04-06,2025-04-06,78,78,0,0
PO100945,SUP1030,Services Supplier 3 (CHI),2025-02-21,2025-03-05,2025-03-14,21,12,9,1
PO100733,SUP1030,Services Supplier 3 (CHI),2025-02-24,2025-04-14,2025-04-16,51,49,2,1
PO100654,SUP1030,Services Supplier 3 (CHI),2025-02-28,2025-04-30,2025-04-25,56,61,-5,0
PO101103,SUP1030,Services Supplier 3 (CHI),2025-03-15,2025-05-21,2025-06-07,84,67,17,1
PO100986,SUP1030,Services Supplier 3 (CHI),2025-03-17,2025-04-24,2025-04-21,35,38,-3,0
PO100686,SUP1030,Services Supplier 3 (CHI),2025-03-23,2025-04-04,2025-04-04,12,12,0,0
PO101122,SUP1030,Services Supplier 3 (CHI),2025-03-24,2025-05-30,2025-05-30,67,67,0,0
PO101256,SUP1030,Services Supplier 3 (CHI),2025-03-24,2025-04-19,2025-04-17,24,26,-2,0
PO101866,SUP1030,Services Supplier 3 (CHI),2025-04-05,2025-04-17,2025-04-17,12,12,0,0
PO101700,SUP1030,Services Supplier 3 (CHI),2025-04-06,2025-05-14,2025-06-04,59,38,21,1
PO102064,SUP1030,Services Supplier 3 (CHI),2025-04-25,2025-05-24,2025-05-24,29,29,0,0
PO100015,SUP1030,Services Supplier 3 (CHI),2025-04-30,2025-06-30,2025-06-30,61,61,0,0
PO102476,SUP1030,Services Supplier 3 (CHI),2025-05-14,2025-06-12,2025-07-03,50,29,21,1
PO101754,SUP1030,Services Supplier 3 (CHI),2025-05-16,2025-06-21,2025-06-21,36,36,0,0
PO101493,SUP1030,Services Supplier 3 (CHI),2025-06-07,2025-07-13,2025-07-26,49,36,13,1
PO101462,SUP1030,Services Supplier 3 (CHI),2025-06-13,2025-06-28,2025-06-24,11,15,-4,0
PO101506,SUP1030,Services Supplier 3 (CHI),2025-06-16,2025-07-24,2025-08-09,54,38,16,1
PO100714,SUP1030,Services Supplier 3 (CHI),2025-06-21,2025-07-27,2025-07-28,37,36,1,1
PO102157,SUP1030,Services Supplier 3 (CHI),2025-06-29,2025-07-11,2025-07-10,11,12,-1,0
PO101124,SUP1030,Services Supplier 3 (CHI),2025-07-11,2025-09-10,2025-09-10,61,61,0,0
PO100516,SUP1030,Services Supplier 3 (CHI),2025-07-21,2025-08-02,2025-08-02,12,12,0,0
PO100727,SUP1030,Services Supplier 3 (CHI),2025-07-25,2025-08-25,2025-08-25,31,31,0,0
PO100161,SUP1030,Services Supplier 3 (CHI),2025-07-28,2025-08-17,2025-08-17,20,20,0,0
PO102217,SUP1030,Services Supplier 3 (CHI),2025-08-04,2025-09-11,2025-09-11,38,38,0,0
PO100197,SUP1030,Services Supplier 3 (CHI),2025-08-28,2025-09-23,2025-10-17,50,26,24,1
PO101471,SUP1030,Services Supplier 3 (CHI),2025-09-23,2025-10-31,2025-10-31,38,38,0,0
PO101988,SUP1030,Services Supplier 3 (CHI),2025-10-01,2025-12-21,2025-12-21,81,81,0,0
PO100134,SUP1030,Services Supplier 3 (CHI),2025-11-03,2025-12-02,2025-12-02,29,29,0,0
PO101317,SUP1030,Services Supplier 3 (CHI),2025-11-07,2025-11-19,2025-11-19,12,12,0,0
PO100821,SUP1030,Services Supplier 3 (CHI),2025-11-18,2026-01-18,2026-02-11,85,61,24,1
PO101882,SUP1030,Services Supplier 3 (CHI),2025-12-09,2025-12-21,2025-12-21,12,12,0,0
PO100863,SUP1030,Services Supplier 3 (CHI),2025-12-10,2025-12-22,2025-12-22,12,12,0,0
PO100579,SUP1030,Services Supplier 3 (CHI),2025-12-13,2026-01-20,2026-02-11,60,38,22,1
PO100279,SUP1030,Services Supplier 3 (CHI),2025-12-27,2026-01-16,2026-01-28,32,20,12,1
PO100088,SUP1030,Services Supplier 3 (CHI),2026-01-06,2026-01-21,2026-01-21,15,15,0,0
PO100816,SUP1030,Services Supplier 3 (CHI),2026-01-31,2026-02-12,2026-02-12,12,12,0,0
PO102471,SUP1031,Services Supplier 4 (NIG),2024-02-28,2024-03-19,2024-03-19,20,20,0,0
PO102252,SUP1031,Services Supplier 4 (NIG),2024-03-13,2024-03-28,2024-03-28,15,15,0,0
PO101285,SUP1031,Services Supplier 4 (NIG),2024-03-29,2024-05-17,2024-06-05,68,49,19,1
PO101631,SUP1031,Services Supplier 4 (NIG),2024-04-08,2024-06-08,2024-06-19,72,61,11,1
PO100193,SUP1031,Services Supplier 4 (NIG),2024-04-10,2024-06-27,2024-06-27,78,78,0,0
PO100536,SUP1031,Services Supplier 4 (NIG),2024-04-17,2024-04-29,2024-05-22,35,12,23,1
PO102304,SUP1031,Services Supplier 4 (NIG),2024-04-27,2024-05-09,2024-05-09,12,12,0,0
PO101682,SUP1031,Services Supplier 4 (NIG),2024-04-30,2024-05-26,2024-05-30,30,26,4,1
PO101404,SUP1031,Services Supplier 4 (NIG),2024-05-19,2024-07-23,2024-08-17,90,65,25,1
PO102375,SUP1031,Services Supplier 4 (NIG),2024-05-27,2024-06-08,2024-06-08,12,12,0,0
PO101737,SUP1031,Services Supplier 4 (NIG),2024-05-31,2024-08-06,2024-08-06,67,67,0,0
PO101066,SUP1031,Services Supplier 4 (NIG),2024-07-08,2024-08-08,2024-08-05,28,31,-3,0
PO101116,SUP1031,Services Supplier 4 (NIG),2024-07-16,2024-08-16,2024-08-16,31,31,0,0
PO101913,SUP1031,Services Supplier 4 (NIG),2024-07-18,2024-08-25,2024-09-14,58,38,20,1
PO100592,SUP1031,Services Supplier 4 (NIG),2024-07-22,2024-08-29,2024-09-17,57,38,19,1
PO102131,SUP1031,Services Supplier 4 (NIG),2024-07-26,2024-08-07,2024-08-07,12,12,0,0
PO102326,SUP1031,Services Supplier 4 (NIG),2024-07-28,2024-08-12,2024-08-16,19,15,4,1
PO101410,SUP1031,Services Supplier 4 (NIG),2024-08-24,2024-10-30,2024-11-19,87,67,20,1
PO101770,SUP1031,Services Supplier 4 (NIG),2024-08-24,2024-10-28,2024-10-30,67,65,2,1
PO100742,SUP1031,Services Supplier 4 (NIG),2024-09-02,2024-10-10,2024-10-10,38,38,0,0
PO101082,SUP1031,Services Supplier 4 (NIG),2024-09-05,2024-09-20,2024-10-16,41,15,26,1
PO102383,SUP1031,Services Supplier 4 (NIG),2024-09-16,2024-10-15,2024-10-19,33,29,4,1
PO101778,SUP1031,Services Supplier 4 (NIG),2024-09-20,2024-11-26,2024-12-09,80,67,13,1
PO100624,SUP1031,Services Supplier 4 (NIG),2024-10-24,2025-01-13,2025-01-12,80,81,-1,0
PO102173,SUP1031,Services Supplier 4 (NIG),2024-10-31,2024-11-29,2024-12-14,44,29,15,1
PO101675,SUP1031,Services Supplier 4 (NIG),2024-11-02,2025-01-22,2025-01-22,81,81,0,0
PO100429,SUP1031,Services Supplier 4 (NIG),2024-11-11,2024-12-19,2025-01-01,51,38,13,1
PO100094,SUP1031,Services Supplier 4 (NIG),2024-11-29,2025-02-02,2025-02-23,86,65,21,1
PO100364,SUP1031,Services Supplier 4 (NIG),2024-11-29,2025-01-29,2025-02-03,66,61,5,1
PO101000,SUP1031,Services Supplier 4 (NIG),2024-12-22,2025-03-13,2025-04-03,102,81,21,1
PO102468,SUP1031,Services Supplier 4 (NIG),2024-12-25,2025-03-16,2025-03-20,85,81,4,1
PO100591,SUP1031,Services Supplier 4 (NIG),2024-12-29,2025-01-27,2025-02-05,38,29,9,1
PO102414,SUP1031,Services Supplier 4 (NIG),2025-01-04,2025-01-16,2025-01-16,12,12,0,0
PO100116,SUP1031,Services Supplier 4 (NIG),2025-01-06,2025-03-08,2025-03-31,84,61,23,1
PO100942,SUP1031,Services Supplier 4 (NIG),2025-01-15,2025-02-15,2025-03-16,60,31,29,1
PO101965,SUP1031,Services Supplier 4 (NIG),2025-02-01,2025-04-20,2025-05-20,108,78,30,1
PO101540,SUP1031,Services Supplier 4 (NIG),2025-02-02,2025-04-04,2025-04-11,68,61,7,1
PO102079,SUP1031,Services Supplier 4 (NIG),2025-02-10,2025-03-18,2025-03-18,36,36,0,0
PO101917,SUP1031,Services Supplier 4 (NIG),2025-02-26,2025-04-28,2025-05-28,91,61,30,1
PO101821,SUP1031,Services Supplier 4 (NIG),2025-03-10,2025-04-10,2025-04-28,49,31,18,1
PO100395,SUP1031,Services Supplier 4 (NIG),2025-03-14,2025-03-26,2025-04-02,19,12,7,1
PO101014,SUP1031,Services Supplier 4 (NIG),2025-03-22,2025-04-11,2025-04-11,20,20,0,0
PO101553,SUP1031,Services Supplier 4 (NIG),2025-03-24,2025-05-28,2025-05-28,65,65,0,0
PO101543,SUP1031,Services Supplier 4 (NIG),2025-04-01,2025-06-05,2025-07-04,94,65,29,1
PO101104,SUP1031,Services Supplier 4 (NIG),2025-04-20,2025-05-16,2025-05-16,26,26,0,0
PO102378,SUP1031,Services Supplier 4 (NIG),2025-04-28,2025-05-18,2025-05-17,19,20,-1,0
PO101768,SUP1031,Services Supplier 4 (NIG),2025-04-29,2025-07-05,2025-07-15,77,67,10,1
PO101245,SUP1031,Services Supplier 4 (NIG),2025-05-01,2025-07-05,2025-07-01,61,65,-4,0
PO100423,SUP1031,Services Supplier 4 (NIG),2025-05-29,2025-06-10,2025-06-10,12,12,0,0
PO100332,SUP1031,Services Supplier 4 (NIG),2025-06-14,2025-07-13,2025-07-23,39,29,10,1
PO102350,SUP1031,Services Supplier 4 (NIG),2025-06-14,2025-08-02,2025-08-27,74,49,25,1
PO101293,SUP1031,Services Supplier 4 (NIG),2025-06-25,2025-07-24,2025-07-27,32,29,3,1
PO102300,SUP1031,Services Supplier 4 (NIG),2025-07-10,2025-09-13,2025-10-05,87,65,22,1
PO100740,SUP1031,Services Supplier 4 (NIG),2025-07-11,2025-09-14,2025-09-17,68,65,3,1
PO100687,SUP1031,Services Supplier 4 (NIG),2025-07-12,2025-07-24,2025-07-26,14,12,2,1
PO101163,SUP1031,Services Supplier 4 (NIG),2025-08-10,2025-10-16,2025-10-29,80,67,13,1
PO100461,SUP1031,Services Supplier 4 (NIG),2025-08-11,2025-10-28,2025-10-31,81,78,3,1
PO100700,SUP1031,Services Supplier 4 (NIG),2025-08-23,2025-10-23,2025-11-20,89,61,28,1
PO101621,SUP1031,Services Supplier 4 (NIG),2025-09-17,2025-11-23,2025-11-20,64,67,-3,0
PO101183,SUP1031,Services Supplier 4 (NIG),2025-10-17,2025-12-21,2026-01-01,76,65,11,1
PO100324,SUP1031,Services Supplier 4 (NIG),2025-10-18,2025-11-13,2025-11-13,26,26,0,0
PO102312,SUP1031,Services Supplier 4 (NIG),2025-10-19,2025-11-26,2025-12-14,56,38,18,1
PO101443,SUP1031,Services Supplier 4 (NIG),2025-10-21,2025-12-09,2025-12-09,49,49,0,0
PO102176,SUP1031,Services Supplier 4 (NIG),2025-10-30,2025-11-14,2025-11-12,13,15,-2,0
PO100851,SUP1031,Services Supplier 4 (NIG),2025-11-03,2025-12-11,2026-01-09,67,38,29,1
PO100136,SUP1031,Services Supplier 4 (NIG),2025-11-08,2025-12-07,2025-12-07,29,29,0,0
PO101046,SUP1031,Services Supplier 4 (NIG),2025-12-02,2026-01-09,2026-02-08,68,38,30,1
PO101685,SUP1031,Services Supplier 4 (NIG),2025-12-02,2026-01-09,2026-01-22,51,38,13,1
PO100342,SUP1031,Services Supplier 4 (NIG),2025-12-09,2025-12-29,2026-01-12,34,20,14,1
PO100775,SUP1031,Services Supplier 4 (NIG),2025-12-20,2026-02-25,2026-02-22,64,67,-3,0
PO101445,SUP1031,Services Supplier 4 (NIG),2025-12-28,2026-01-23,2026-01-26,29,26,3,1
PO101904,SUP1032,Services Supplier 5 (NIG),2024-03-26,2024-04-15,2024-04-15,20,20,0,0
PO101607,SUP1032,Services Supplier 5 (NIG),2024-04-05,2024-05-11,2024-06-09,65,36,29,1
PO100630,SUP1032,Services Supplier 5 (NIG),2024-04-06,2024-05-14,2024-05-14,38,38,0,0
PO100789,SUP1032,Services Supplier 5 (NIG),2024-04-11,2024-06-15,2024-06-15,65,65,0,0
PO101727,SUP1032,Services Supplier 5 (NIG),2024-04-20,2024-06-24,2024-07-22,93,65,28,1
PO101635,SUP1032,Services Supplier 5 (NIG),2024-04-25,2024-06-02,2024-06-30,66,38,28,1
PO102164,SUP1032,Services Supplier 5 (NIG),2024-05-08,2024-06-08,2024-06-07,30,31,-1,0
PO101051,SUP1032,Services Supplier 5 (NIG),2024-05-14,2024-05-29,2024-06-18,35,15,20,1
PO101555,SUP1032,Services Supplier 5 (NIG),2024-05-14,2024-07-02,2024-07-02,49,49,0,0
PO100370,SUP1032,Services Supplier 5 (NIG),2024-05-15,2024-08-04,2024-08-30,107,81,26,1
PO101888,SUP1032,Services Supplier 5 (NIG),2024-05-21,2024-07-27,2024-08-04,75,67,8,1
PO101214,SUP1032,Services Supplier 5 (NIG),2024-05-31,2024-08-17,2024-08-22,83,78,5,1
PO100860,SUP1032,Services Supplier 5 (NIG),2024-06-01,2024-06-27,2024-06-27,26,26,0,0
PO101344,SUP1032,Services Supplier 5 (NIG),2024-06-02,2024-06-14,2024-06-21,19,12,7,1
PO101717,SUP1032,Services Supplier 5 (NIG),2024-06-24,2024-07-30,2024-08-22,59,36,23,1
PO101438,SUP1032,Services Supplier 5 (NIG),2024-06-25,2024-07-21,2024-08-02,38,26,12,1
PO100866,SUP1032,Services Supplier 5 (NIG),2024-07-01,2024-07-16,2024-07-28,27,15,12,1
PO101136,SUP1032,Services Supplier 5 (NIG),2024-07-02,2024-09-01,2024-09-01,61,61,0,0
PO100647,SUP1032,Services Supplier 5 (NIG),2024-07-03,2024-09-19,2024-09-19,78,78,0,0
PO100886,SUP1032,Services Supplier 5 (NIG),2024-07-13,2024-08-31,2024-08-31,49,49,0,0
PO101463,SUP1032,Services Supplier 5 (NIG),2024-07-26,2024-08-21,2024-08-27,32,26,6,1
PO100164,SUP1032,Services Supplier 5 (NIG),2024-07-29,2024-08-18,2024-09-12,45,20,25,1
PO100936,SUP1032,Services Supplier 5 (NIG),2024-08-10,2024-08-22,2024-08-22,12,12,0,0
PO102101,SUP1032,Services Supplier 5 (NIG),2024-08-24,2024-10-01,2024-10-16,53,38,15,1
PO102062,SUP1032,Services Supplier 5 (NIG),2024-09-07,2024-10-06,2024-10-03,26,29,-3,0
PO100244,SUP1032,Services Supplier 5 (NIG),2024-09-11,2024-12-01,2024-12-22,102,81,21,1
PO100293,SUP1032,Services Supplier 5 (NIG),2024-09-14,2024-09-26,2024-09-26,12,12,0,0
PO101590,SUP1032,Services Supplier 5 (NIG),2024-10-01,2024-11-19,2024-11-19,49,49,0,0
PO100072,SUP1032,Services Supplier 5 (NIG),2024-10-21,2024-11-02,2024-11-17,27,12,15,1
PO100030,SUP1032,Services Supplier 5 (NIG),2024-10-28,2024-11-12,2024-11-08,11,15,-4,0
PO102396,SUP1032,Services Supplier 5 (NIG),2024-10-30,2024-12-05,2025-01-01,63,36,27,1
PO100735,SUP1032,Services Supplier 5 (NIG),2024-11-03,2024-12-09,2024-12-22,49,36,13,1
PO101205,SUP1032,Services Supplier 5 (NIG),2024-11-09,2024-12-15,2024-12-12,33,36,-3,0
PO100581,SUP1032,Services Supplier 5 (NIG),2024-11-26,2025-01-30,2025-01-27,62,65,-3,0
PO101023,SUP1032,Services Supplier 5 (NIG),2024-12-18,2025-01-18,2025-01-27,40,31,9,1
PO100221,SUP1032,Services Supplier 5 (NIG),2024-12-19,2024-12-31,2025-01-30,42,12,30,1
PO102344,SUP1032,Services Supplier 5 (NIG),2024-12-26,2025-03-03,2025-03-22,86,67,19,1
PO102470,SUP1032,Services Supplier 5 (NIG),2025-01-21,2025-02-28,2025-03-07,45,38,7,1
PO100623,SUP1032,Services Supplier 5 (NIG),2025-01-23,2025-04-14,2025-04-23,90,81,9,1
PO102053,SUP1032,Services Supplier 5 (NIG),2025-01-26,2025-02-07,2025-02-15,20,12,8,1
PO100459,SUP1032,Services Supplier 5 (NIG),2025-02-04,2025-03-05,2025-03-04,28,29,-1,0
PO101761,SUP1032,Services Supplier 5 (NIG),2025-02-04,2025-04-06,2025-04-11,66,61,5,1
PO100418,SUP1032,Services Supplier 5 (NIG),2025-02-12,2025-04-14,2025-05-11,88,61,27,1
PO101030,SUP1032,Services Supplier 5 (NIG),2025-02-16,2025-02-28,2025-03-05,17,12,5,1
PO102422,SUP1032,Services Supplier 5 (NIG),2025-02-19,2025-04-21,2025-04-21,61,61,0,0
PO101298,SUP1032,Services Supplier 5 (NIG),2025-02-24,2025-03-27,2025-03-22,26,31,-5,0
PO100607,SUP1032,Services Supplier 5 (NIG),2025-02-26,2025-04-28,2025-05-05,68,61,7,1
PO101820,SUP1032,Services Supplier 5 (NIG),2025-03-02,2025-04-07,2025-04-30,59,36,23,1
PO101831,SUP1032,Services Supplier 5 (NIG),2025-04-03,2025-04-15,2025-04-14,11,12,-1,0
PO100392,SUP1032,Services Supplier 5 (NIG),2025-04-25,2025-05-21,2025-06-06,42,26,16,1
PO100709,SUP1032,Services Supplier 5 (NIG),2025-05-03,2025-06-21,2025-06-21,49,49,0,0
PO101381,SUP1032,Services Supplier 5 (NIG),2025-05-19,2025-06-14,2025-07-05,47,26,21,1
PO100220,SUP1032,Services Supplier 5 (NIG),2025-05-29,2025-06-24,2025-06-24,26,26,0,0
PO102401,SUP1032,Services Supplier 5 (NIG),2025-06-03,2025-07-11,2025-07-15,42,38,4,1
PO100985,SUP1032,Services Supplier 5 (NIG),2025-06-04,2025-08-04,2025-08-04,61,61,0,0
PO101400,SUP1032,Services Supplier 5 (NIG),2025-06-04,2025-06-19,2025-06-19,15,15,0,0
PO100750,SUP1032,Services Supplier 5 (NIG),2025-06-10,2025-07-09,2025-08-04,55,29,26,1
PO100012,SUP1032,Services Supplier 5 (NIG),2025-06-25,2025-07-31,2025-08-12,48,36,12,1
PO101878,SUP1032,Services Supplier 5 (NIG),2025-06-28,2025-09-03,2025-09-02,66,67,-1,0
PO102323,SUP1032,Services Supplier 5 (NIG),2025-07-01,2025-07-30,2025-07-30,29,29,0,0
PO101058,SUP1032,Services Supplier 5 (NIG),2025-07-08,2025-07-20,2025-08-01,24,12,12,1
PO101386,SUP1032,Services Supplier 5 (NIG),2025-07-18,2025-10-04,2025-10-04,78,78,0,0
PO101500,SUP1032,Services Supplier 5 (NIG),2025-07-18,2025-09-23,2025-09-23,67,67,0,0
PO100966,SUP1032,Services Supplier 5 (NIG),2025-07-31,2025-08-31,2025-08-31,31,31,0,0
PO102038,SUP1032,Services Supplier 5 (NIG),2025-08-21,2025-09-28,2025-10-06,46,38,8,1
PO102099,SUP1032,Services Supplier 5 (NIG),2025-08-26,2025-09-07,2025-09-07,12,12,0,0
PO102206,SUP1032,Services Supplier 5 (NIG),2025-08-31,2025-09-12,2025-09-11,11,12,-1,0
PO101187,SUP1032,Services Supplier 5 (NIG),2025-09-03,2025-11-07,2025-11-07,65,65,0,0
PO101681,SUP1032,Services Supplier 5 (NIG),2025-09-07,2025-11-11,2025-11-11,65,65,0,0
PO102154,SUP1032,Services Supplier 5 (NIG),2025-09-15,2025-10-14,2025-10-14,29,29,0,0
PO101115,SUP1032,Services Supplier 5 (NIG),2025-09-24,2025-10-06,2025-10-06,12,12,0,0
PO101862,SUP1032,Services Supplier 5 (NIG),2025-09-27,2025-10-17,2025-11-11,45,20,25,1
PO102479,SUP1032,Services Supplier 5 (NIG),2025-10-01,2025-12-21,2026-01-02,93,81,12,1
PO102226,SUP1032,Services Supplier 5 (NIG),2025-10-12,2025-11-01,2025-11-01,20,20,0,0
PO101145,SUP1032,Services Supplier 5 (NIG),2025-10-19,2025-11-03,2025-11-03,15,15,0,0
PO100240,SUP1032,Services Supplier 5 (NIG),2025-11-11,2025-12-17,2026-01-10,60,36,24,1
PO102424,SUP1032,Services Supplier 5 (NIG),2025-11-20,2026-02-06,2026-02-08,80,78,2,1
PO102017,SUP1032,Services Supplier 5 (NIG),2025-12-11,2026-01-29,2026-01-29,49,49,0,0
PO100470,SUP1032,Services Supplier 5 (NIG),2025-12-17,2026-01-12,2026-01-12,26,26,0,0
PO100360,SUP1032,Services Supplier 5 (NIG),2026-01-10,2026-02-17,2026-02-16,37,38,-1,0
PO102460,SUP1032,Services Supplier 5 (NIG),2026-01-11,2026-02-06,2026-02-06,26,26,0,0
PO101877,SUP1032,Services Supplier 5 (NIG),2026-01-16,2026-01-28,2026-01-28,12,12,0,0
PO100048,SUP1036,Services Supplier 9 (NIG),2024-02-26,2024-05-03,2024-05-29,93,67,26,1
PO101033,SUP1036,Services Supplier 9 (NIG),2024-02-28,2024-03-25,2024-03-25,26,26,0,0
PO101087,SUP1036,Services Supplier 9 (NIG),2024-03-09,2024-05-29,2024-05-29,81,81,0,0
PO101464,SUP1036,Services Supplier 9 (NIG),2024-03-12,2024-04-10,2024-04-06,25,29,-4,0
PO102368,SUP1036,Services Supplier 9 (NIG),2024-03-12,2024-04-19,2024-04-27,46,38,8,1
PO100463,SUP1036,Services Supplier 9 (NIG),2024-03-22,2024-04-06,2024-04-06,15,15,0,0
PO100150,SUP1036,Services Supplier 9 (NIG),2024-03-27,2024-04-16,2024-04-16,20,20,0,0
PO100044,SUP1036,Services Supplier 9 (NIG),2024-04-05,2024-06-22,2024-06-22,78,78,0,0
